url,status,path,bytes,content_type,sha256
https://iclass.tku.edu.tw/api/entries,200,raw/iclass.tku.edu.tw/api/entries.json,88,application/json,7df7a15871ab1901b5c759d4843de835ac3a5745ca4e54a57833b011db1c5962
https://iclass.tku.edu.tw/api/entries/,404,raw/iclass.tku.edu.tw/api/entries/index.json,45,application/json,60b6b8c04b6d0fbad792e7395ee7f60dfc0718807869aa7d1fd5131c0d273e2c
https://iclass.tku.edu.tw/api/entries/batch-delete,500,raw/iclass.tku.edu.tw/api/entries/batch-delete.html,1085,text/html; charset=utf-8,df092986fca53fffb12e6116f06e8a2e902b0f81153bd0abac7a6cc2a982e615
https://iclass.tku.edu.tw/api/exam-scores,500,raw/iclass.tku.edu.tw/api/exam-scores.html,1085,text/html; charset=utf-8,df092986fca53fffb12e6116f06e8a2e902b0f81153bd0abac7a6cc2a982e615
https://iclass.tku.edu.tw/api/exam-scores/,404,raw/iclass.tku.edu.tw/api/exam-scores/index.json,45,application/json,60b6b8c04b6d0fbad792e7395ee7f60dfc0718807869aa7d1fd5131c0d273e2c
https://iclass.tku.edu.tw/api/exam/,404,raw/iclass.tku.edu.tw/api/exam/index.json,45,application/json,60b6b8c04b6d0fbad792e7395ee7f60dfc0718807869aa7d1fd5131c0d273e2c
https://iclass.tku.edu.tw/api/examinee-actions?exam_id=,404,raw/iclass.tku.edu.tw/api/examinee-actions__q_336041727d.json,45,application/json,60b6b8c04b6d0fbad792e7395ee7f60dfc0718807869aa7d1fd5131c0d273e2c
https://iclass.tku.edu.tw/api/exams/,404,raw/iclass.tku.edu.tw/api/exams/index.json,45,application/json,60b6b8c04b6d0fbad792e7395ee7f60dfc0718807869aa7d1fd5131c0d273e2c
https://iclass.tku.edu.tw/api/exams/batch_delete,500,raw/iclass.tku.edu.tw/api/exams/batch_delete.html,1085,text/html; charset=utf-8,df092986fca53fffb12e6116f06e8a2e902b0f81153bd0abac7a6cc2a982e615
https://iclass.tku.edu.tw/api/exams/submissions/,404,raw/iclass.tku.edu.tw/api/exams/submissions/index.json,45,application/json,60b6b8c04b6d0fbad792e7395ee7f60dfc0718807869aa7d1fd5131c0d273e2c
https://iclass.tku.edu.tw/api/face-recognition/config,500,raw/iclass.tku.edu.tw/api/face-recognition/config.html,1085,text/html; charset=utf-8,df092986fca53fffb12e6116f06e8a2e902b0f81153bd0abac7a6cc2a982e615
https://iclass.tku.edu.tw/api/feature-toggles,200,raw/iclass.tku.edu.tw/api/feature-toggles.json,13032,application/json,34aede7d55c0638bad783182e7e1d7574849229076fc7ff96d9cdaacc6b063ac
https://iclass.tku.edu.tw/api/feedback-activities/,404,raw/iclass.tku.edu.tw/api/feedback-activities/index.json,45,application/json,60b6b8c04b6d0fbad792e7395ee7f60dfc0718807869aa7d1fd5131c0d273e2c
https://iclass.tku.edu.tw/api/feedbacks/,404,raw/iclass.tku.edu.tw/api/feedbacks/index.json,45,application/json,60b6b8c04b6d0fbad792e7395ee7f60dfc0718807869aa7d1fd5131c0d273e2c
https://iclass.tku.edu.tw/api/footprint/tread,500,raw/iclass.tku.edu.tw/api/footprint/tread.html,1085,text/html; charset=utf-8,df092986fca53fffb12e6116f06e8a2e902b0f81153bd0abac7a6cc2a982e615
https://iclass.tku.edu.tw/api/forum/categories/,404,raw/iclass.tku.edu.tw/api/forum/categories/index.json,45,application/json,60b6b8c04b6d0fbad792e7395ee7f60dfc0718807869aa7d1fd5131c0d273e2c
