endpoint,category,method_hints,source_count,source_files,sources_sample,observed_statuses
/api/courses/statistic/resource-audit,courses,GET; OBSERVED_GET,8,8,raw/ilearn.thu.edu.tw/api/courses/statistic/resource-audit.json; raw/ilearn.thu.edu.tw/static/15134.740fc306.js; raw/ilearn.thu.edu.tw/static/37336.084b8613.js; raw/ilearn.thu.edu.tw/static/41789.52c6778d.js; raw/ilearn.thu.edu.tw/static/44346.7b57b52e.js; raw/ilearn.thu.edu.tw/static/49294.50a0a8b3.js; raw/ilearn.thu.edu.tw/static/82017-1e48dc04.js; raw/ilearn.thu.edu.tw/static/js/main-portal-cc072a5a.js,200
/api/courseware-quiz/quiz/,courseware-quiz,DELETE; GET; OBSERVED_GET; POST; UNKNOWN,8,4,raw/ilearn.thu.edu.tw/api/courseware-quiz/quiz/index.json; raw/ilearn.thu.edu.tw/static/51708-096d42d6.js; raw/ilearn.thu.edu.tw/static/65238-c67ee9fb.js; raw/ilearn.thu.edu.tw/static/77503-ccf74164.js,404
/api/data-import/validation,data-import,DELETE; OBSERVED_GET; POST,8,7,raw/ilearn.thu.edu.tw/api/data-import/validation.html; raw/ilearn.thu.edu.tw/static/12159.7fb514eb.js; raw/ilearn.thu.edu.tw/static/18326.bedfc73f.js; raw/ilearn.thu.edu.tw/static/2764-f25f2bd3.js; raw/ilearn.thu.edu.tw/static/76756.7b06f21b.js; raw/ilearn.thu.edu.tw/static/82017-1e48dc04.js; raw/ilearn.thu.edu.tw/static/js/main-portal-cc072a5a.js,500
/api/departments/,departments,GET; OBSERVED_GET; POST,8,8,raw/ilearn.thu.edu.tw/api/departments/index.json; raw/ilearn.thu.edu.tw/static/11812.92e9ccfe.js; raw/ilearn.thu.edu.tw/static/120.e0d9ff72.js; raw/ilearn.thu.edu.tw/static/35918.b5c140f6.js; raw/ilearn.thu.edu.tw/static/40991.c161b769.js; raw/ilearn.thu.edu.tw/static/44404.b4467c25.js; raw/ilearn.thu.edu.tw/static/72914-965f4ad4.js; raw/ilearn.thu.edu.tw/static/92455.9596e32b.js,404
/api/entries,entries,GET; OBSERVED_GET; POST,8,5,raw/ilearn.thu.edu.tw/api/entries.json; raw/ilearn.thu.edu.tw/static/14433.8da36488.js; raw/ilearn.thu.edu.tw/static/2896.c02ef48c.js; raw/ilearn.thu.edu.tw/static/72914-965f4ad4.js; raw/ilearn.thu.edu.tw/static/8751.50229f20.js,200
/api/my-academic-years,my-academic-years,GET; OBSERVED_GET,8,8,raw/ilearn.thu.edu.tw/api/my-academic-years.json; raw/ilearn.thu.edu.tw/static/15134.740fc306.js; raw/ilearn.thu.edu.tw/static/37336.084b8613.js; raw/ilearn.thu.edu.tw/static/41789.52c6778d.js; raw/ilearn.thu.edu.tw/static/44346.7b57b52e.js; raw/ilearn.thu.edu.tw/static/49294.50a0a8b3.js; raw/ilearn.thu.edu.tw/static/82017-1e48dc04.js; raw/ilearn.thu.edu.tw/static/js/main-portal-cc072a5a.js,200
/api/online-videos/,online-videos,DELETE; GET; OBSERVED_GET; POST,8,8,raw/ilearn.thu.edu.tw/api/online-videos/index.json; raw/ilearn.thu.edu.tw/static/13149-ab088423.js; raw/ilearn.thu.edu.tw/static/2276.c8da6806.js; raw/ilearn.thu.edu.tw/static/25170.2159310c.js; raw/ilearn.thu.edu.tw/static/78723.49249bea.js; raw/ilearn.thu.edu.tw/static/83727.aab0cb48.js; raw/ilearn.thu.edu.tw/static/8979.df45e854.js; raw/ilearn.thu.edu.tw/static/98133-ef5ebb8f.js,404
/api/org,org,DELETE; OBSERVED_GET; PUT,8,8,raw/ilearn.thu.edu.tw/api/org.json; raw/ilearn.thu.edu.tw/static/21137.a69eb96c.js; raw/ilearn.thu.edu.tw/static/27609.04e6959b.js; raw/ilearn.thu.edu.tw/static/31552.691da904.js; raw/ilearn.thu.edu.tw/static/49009.a1deb8c2.js; raw/ilearn.thu.edu.tw/static/72914-965f4ad4.js; raw/ilearn.thu.edu.tw/static/82017-1e48dc04.js; raw/ilearn.thu.edu.tw/static/94862.200578e9.js,200
/api/resource/folders,resource,DELETE; GET; OBSERVED_GET,8,8,raw/ilearn.thu.edu.tw/api/resource/folders.json; raw/ilearn.thu.edu.tw/static/20215.c33a19b6.js; raw/ilearn.thu.edu.tw/static/34908-683cb506.js; raw/ilearn.thu.edu.tw/static/42585.3fa356ed.js; raw/ilearn.thu.edu.tw/static/4495.92a6bcab.js; raw/ilearn.thu.edu.tw/static/67133.08e1a687.js; raw/ilearn.thu.edu.tw/static/72592.28fdf93c.js; raw/ilearn.thu.edu.tw/static/73644.1ab1287a.js,200
/api/shared-resources-to-me,shared-resources-to-me,GET; OBSERVED_GET,8,8,raw/ilearn.thu.edu.tw/api/shared-resources-to-me.json; raw/ilearn.thu.edu.tw/static/25753.6c691880.js; raw/ilearn.thu.edu.tw/static/30801-25982468.js; raw/ilearn.thu.edu.tw/static/32177.f2bc5d50.js; raw/ilearn.thu.edu.tw/static/34423.a5cefcd5.js; raw/ilearn.thu.edu.tw/static/67133.08e1a687.js; raw/ilearn.thu.edu.tw/static/82440.2e3d1706.js; raw/ilearn.thu.edu.tw/static/94795.2ff75664.js,200
/api/subject-libs/libs-move-to,subject-libs,OBSERVED_GET; POST,8,8,raw/ilearn.thu.edu.tw/api/subject-libs/libs-move-to.html; raw/ilearn.thu.edu.tw/static/23977.ebaa5322.js; raw/ilearn.thu.edu.tw/static/40251.b93d27d4.js; raw/ilearn.thu.edu.tw/static/50559.79503daf.js; raw/ilearn.thu.edu.tw/static/63756-b6ed5817.js; raw/ilearn.thu.edu.tw/static/67853-6eb5a068.js; raw/ilearn.thu.edu.tw/static/73644.1ab1287a.js; raw/ilearn.thu.edu.tw/static/78946.84d34ae9.js,500
/api/syllabus/,syllabus,DELETE; OBSERVED_GET; POST,8,7,raw/ilearn.thu.edu.tw/api/syllabus/index.json; raw/ilearn.thu.edu.tw/static/25170.2159310c.js; raw/ilearn.thu.edu.tw/static/44346.7b57b52e.js; raw/ilearn.thu.edu.tw/static/78723.49249bea.js; raw/ilearn.thu.edu.tw/static/83727.aab0cb48.js; raw/ilearn.thu.edu.tw/static/8979.df45e854.js; raw/ilearn.thu.edu.tw/static/98133-ef5ebb8f.js,404
/api/uploads/share-to-courses,uploads,POST,8,8,raw/ilearn.thu.edu.tw/static/15134.740fc306.js; raw/ilearn.thu.edu.tw/static/19832.b33b43a5.js; raw/ilearn.thu.edu.tw/static/37336.084b8613.js; raw/ilearn.thu.edu.tw/static/41789.52c6778d.js; raw/ilearn.thu.edu.tw/static/44346.7b57b52e.js; raw/ilearn.thu.edu.tw/static/49294.50a0a8b3.js; raw/ilearn.thu.edu.tw/static/82017-1e48dc04.js; raw/ilearn.thu.edu.tw/static/js/main-portal-cc072a5a.js,
/api/users?ignore_avatar=false&page=,users,DELETE; POST,8,4,raw/ilearn.thu.edu.tw/static/19619.6081b084.js; raw/ilearn.thu.edu.tw/static/34671.c9d36f7b.js; raw/ilearn.thu.edu.tw/static/6696.3bfff1df.js; raw/ilearn.thu.edu.tw/static/93392.97d11656.js,
/api/activies/classin/join-url,activies,GET; OBSERVED_GET,7,7,raw/ilearn.thu.edu.tw/api/activies/classin/join-url.html; raw/ilearn.thu.edu.tw/static/44346.7b57b52e.js; raw/ilearn.thu.edu.tw/static/74302.a9e02d94.js; raw/ilearn.thu.edu.tw/static/76756.7b06f21b.js; raw/ilearn.thu.edu.tw/static/77887.e982b363.js; raw/ilearn.thu.edu.tw/static/80670-16696de3.js; raw/ilearn.thu.edu.tw/static/82017-1e48dc04.js,500
/api/activities/classin/webcast-url,activities,GET; OBSERVED_GET,7,7,raw/ilearn.thu.edu.tw/api/activities/classin/webcast-url.json; raw/ilearn.thu.edu.tw/static/44346.7b57b52e.js; raw/ilearn.thu.edu.tw/static/74302.a9e02d94.js; raw/ilearn.thu.edu.tw/static/76756.7b06f21b.js; raw/ilearn.thu.edu.tw/static/77887.e982b363.js; raw/ilearn.thu.edu.tw/static/80670-16696de3.js; raw/ilearn.thu.edu.tw/static/82017-1e48dc04.js,400
/api/authz/course-roles,authz,DELETE; GET; OBSERVED_GET,7,7,raw/ilearn.thu.edu.tw/api/authz/course-roles.json; raw/ilearn.thu.edu.tw/static/11812.92e9ccfe.js; raw/ilearn.thu.edu.tw/static/19619.6081b084.js; raw/ilearn.thu.edu.tw/static/34671.c9d36f7b.js; raw/ilearn.thu.edu.tw/static/6696.3bfff1df.js; raw/ilearn.thu.edu.tw/static/72914-965f4ad4.js; raw/ilearn.thu.edu.tw/static/93392.97d11656.js,403
/api/authz/courses/,authz,GET; OBSERVED_GET; PUT,7,6,raw/ilearn.thu.edu.tw/api/authz/courses/index.json; raw/ilearn.thu.edu.tw/static/19619.6081b084.js; raw/ilearn.thu.edu.tw/static/20591.f56df586.js; raw/ilearn.thu.edu.tw/static/34671.c9d36f7b.js; raw/ilearn.thu.edu.tw/static/6696.3bfff1df.js; raw/ilearn.thu.edu.tw/static/93392.97d11656.js,404
/api/course_template/,course_template,OBSERVED_GET; POST; PUT,7,4,raw/ilearn.thu.edu.tw/api/course_template/index.json; raw/ilearn.thu.edu.tw/static/25163.4f7c3b16.js; raw/ilearn.thu.edu.tw/static/51533.32779be1.js; raw/ilearn.thu.edu.tw/static/81959.f1d9d1b3.js,404
/api/courses/lecture-live-activity/,courses,OBSERVED_GET; POST,7,7,raw/ilearn.thu.edu.tw/api/courses/lecture-live-activity/index.json; raw/ilearn.thu.edu.tw/static/44346.7b57b52e.js; raw/ilearn.thu.edu.tw/static/74302.a9e02d94.js; raw/ilearn.thu.edu.tw/static/76756.7b06f21b.js; raw/ilearn.thu.edu.tw/static/77887.e982b363.js; raw/ilearn.thu.edu.tw/static/80670-16696de3.js; raw/ilearn.thu.edu.tw/static/82017-1e48dc04.js,404
/api/courses/tencent-meeting/activities,courses,OBSERVED_GET; POST,7,7,raw/ilearn.thu.edu.tw/api/courses/tencent-meeting/activities.html; raw/ilearn.thu.edu.tw/static/44346.7b57b52e.js; raw/ilearn.thu.edu.tw/static/74302.a9e02d94.js; raw/ilearn.thu.edu.tw/static/76756.7b06f21b.js; raw/ilearn.thu.edu.tw/static/77887.e982b363.js; raw/ilearn.thu.edu.tw/static/80670-16696de3.js; raw/ilearn.thu.edu.tw/static/82017-1e48dc04.js,500
/api/courses/tpdoe/stat-students?,courses,GET,7,7,raw/ilearn.thu.edu.tw/static/15134.740fc306.js; raw/ilearn.thu.edu.tw/static/37336.084b8613.js; raw/ilearn.thu.edu.tw/static/41789.52c6778d.js; raw/ilearn.thu.edu.tw/static/44346.7b57b52e.js; raw/ilearn.thu.edu.tw/static/49294.50a0a8b3.js; raw/ilearn.thu.edu.tw/static/82017-1e48dc04.js; raw/ilearn.thu.edu.tw/static/js/main-portal-cc072a5a.js,
/api/courseware-quiz/activity/,courseware-quiz,GET; OBSERVED_GET; POST; UNKNOWN,7,5,raw/ilearn.thu.edu.tw/api/courseware-quiz/activity/index.json; raw/ilearn.thu.edu.tw/static/37066-6d2717c0.js; raw/ilearn.thu.edu.tw/static/51708-096d42d6.js; raw/ilearn.thu.edu.tw/static/54345.354d5629.js; raw/ilearn.thu.edu.tw/static/77503-ccf74164.js,404
/api/curriculum-sections/,curriculum-sections,DELETE; OBSERVED_GET; POST,7,4,raw/ilearn.thu.edu.tw/api/curriculum-sections/index.json; raw/ilearn.thu.edu.tw/static/14928.ccbfea64.js; raw/ilearn.thu.edu.tw/static/24262.bfbc60d3.js; raw/ilearn.thu.edu.tw/static/24712-18317acc.js,404
/api/dingtalk-lives/,dingtalk-lives,GET; OBSERVED_GET,7,7,raw/ilearn.thu.edu.tw/api/dingtalk-lives/index.json; raw/ilearn.thu.edu.tw/static/44346.7b57b52e.js; raw/ilearn.thu.edu.tw/static/74302.a9e02d94.js; raw/ilearn.thu.edu.tw/static/76756.7b06f21b.js; raw/ilearn.thu.edu.tw/static/77887.e982b363.js; raw/ilearn.thu.edu.tw/static/80670-16696de3.js; raw/ilearn.thu.edu.tw/static/82017-1e48dc04.js,404
/api/entries/,entries,DELETE; OBSERVED_GET; PUT,7,4,raw/ilearn.thu.edu.tw/api/entries/index.json; raw/ilearn.thu.edu.tw/static/14433.8da36488.js; raw/ilearn.thu.edu.tw/static/2896.c02ef48c.js; raw/ilearn.thu.edu.tw/static/8751.50229f20.js,404
/api/interaction-activities/,interaction-activities,GET; OBSERVED_GET; POST,7,4,raw/ilearn.thu.edu.tw/api/interaction-activities/index.json; raw/ilearn.thu.edu.tw/static/2276.c8da6806.js; raw/ilearn.thu.edu.tw/static/2896.c02ef48c.js; raw/ilearn.thu.edu.tw/static/58273.e82db5f8.js,404
/api/lark/authorization/check,lark,OBSERVED_GET; POST,7,7,raw/ilearn.thu.edu.tw/api/lark/authorization/check.html; raw/ilearn.thu.edu.tw/static/44346.7b57b52e.js; raw/ilearn.thu.edu.tw/static/74302.a9e02d94.js; raw/ilearn.thu.edu.tw/static/76756.7b06f21b.js; raw/ilearn.thu.edu.tw/static/77887.e982b363.js; raw/ilearn.thu.edu.tw/static/80670-16696de3.js; raw/ilearn.thu.edu.tw/static/82017-1e48dc04.js,500
/api/lecture-live/schedule/,lecture-live,OBSERVED_GET; POST,7,7,raw/ilearn.thu.edu.tw/api/lecture-live/schedule/index.json; raw/ilearn.thu.edu.tw/static/44346.7b57b52e.js; raw/ilearn.thu.edu.tw/static/74302.a9e02d94.js; raw/ilearn.thu.edu.tw/static/76756.7b06f21b.js; raw/ilearn.thu.edu.tw/static/77887.e982b363.js; raw/ilearn.thu.edu.tw/static/80670-16696de3.js; raw/ilearn.thu.edu.tw/static/82017-1e48dc04.js,404
/api/lecture-live?jwt=,lecture-live,OBSERVED_GET; POST,7,7,raw/ilearn.thu.edu.tw/api/lecture-live__q_a263c00919.json; raw/ilearn.thu.edu.tw/static/44346.7b57b52e.js; raw/ilearn.thu.edu.tw/static/74302.a9e02d94.js; raw/ilearn.thu.edu.tw/static/76756.7b06f21b.js; raw/ilearn.thu.edu.tw/static/77887.e982b363.js; raw/ilearn.thu.edu.tw/static/80670-16696de3.js; raw/ilearn.thu.edu.tw/static/82017-1e48dc04.js,404
/api/management/,management,OBSERVED_GET; POST; UNKNOWN,7,4,raw/ilearn.thu.edu.tw/api/management/index.json; raw/ilearn.thu.edu.tw/static/31510.c03f0ff5.js; raw/ilearn.thu.edu.tw/static/70397.11a0efa6.js; raw/ilearn.thu.edu.tw/static/87899.f2d33e40.js,404
/api/meeting/,meeting,DELETE; OBSERVED_GET,7,7,raw/ilearn.thu.edu.tw/api/meeting/index.json; raw/ilearn.thu.edu.tw/static/44346.7b57b52e.js; raw/ilearn.thu.edu.tw/static/74302.a9e02d94.js; raw/ilearn.thu.edu.tw/static/76756.7b06f21b.js; raw/ilearn.thu.edu.tw/static/77887.e982b363.js; raw/ilearn.thu.edu.tw/static/80670-16696de3.js; raw/ilearn.thu.edu.tw/static/82017-1e48dc04.js,404
/api/my-notes/,my-notes,DELETE; OBSERVED_GET; POST; PUT,7,3,raw/ilearn.thu.edu.tw/api/my-notes/index.json; raw/ilearn.thu.edu.tw/static/20215.c33a19b6.js; raw/ilearn.thu.edu.tw/static/4495.92a6bcab.js,404
/api/portal-logo,portal-logo,OBSERVED_GET; PUT,7,7,raw/ilearn.thu.edu.tw/api/portal-logo.json; raw/ilearn.thu.edu.tw/static/21137.a69eb96c.js; raw/ilearn.thu.edu.tw/static/27609.04e6959b.js; raw/ilearn.thu.edu.tw/static/31552.691da904.js; raw/ilearn.thu.edu.tw/static/49009.a1deb8c2.js; raw/ilearn.thu.edu.tw/static/82017-1e48dc04.js; raw/ilearn.thu.edu.tw/static/94862.200578e9.js,200
/api/resources/,resources,OBSERVED_GET; POST,7,7,raw/ilearn.thu.edu.tw/api/resources/index.json; raw/ilearn.thu.edu.tw/static/34908-683cb506.js; raw/ilearn.thu.edu.tw/static/37336.084b8613.js; raw/ilearn.thu.edu.tw/static/50446.4b9b0bcc.js; raw/ilearn.thu.edu.tw/static/70619-686c4819.js; raw/ilearn.thu.edu.tw/static/94795.2ff75664.js; raw/ilearn.thu.edu.tw/static/js/main-portal-cc072a5a.js,404
"/api/rubrics?no-intercept=true&fields=id,name,conditions,created_by,is_shared_rubric",rubrics,DELETE; GET; OBSERVED_GET,7,7,raw/ilearn.thu.edu.tw/api/rubrics__q_f8fe4f28d6.json; raw/ilearn.thu.edu.tw/static/26645.3ac5e040.js; raw/ilearn.thu.edu.tw/static/34423.a5cefcd5.js; raw/ilearn.thu.edu.tw/static/55200.e380810d.js; raw/ilearn.thu.edu.tw/static/63756-b6ed5817.js; raw/ilearn.thu.edu.tw/static/67133.08e1a687.js; raw/ilearn.thu.edu.tw/static/82017-1e48dc04.js,200
/api/subject-libs?lib_type=questionnaire,subject-libs,OBSERVED_GET; POST,7,7,raw/ilearn.thu.edu.tw/api/subject-libs__q_ed969de1cb.json; raw/ilearn.thu.edu.tw/static/14615.8c38d7d4.js; raw/ilearn.thu.edu.tw/static/50559.79503daf.js; raw/ilearn.thu.edu.tw/static/52507.583e35f3.js; raw/ilearn.thu.edu.tw/static/6610.7655c044.js; raw/ilearn.thu.edu.tw/static/76679.ac1eb26c.js; raw/ilearn.thu.edu.tw/static/82017-1e48dc04.js,200
/api/subject-libs?with_folder=,subject-libs,GET; OBSERVED_GET; POST,7,7,raw/ilearn.thu.edu.tw/api/subject-libs__q_eba4af439b.json; raw/ilearn.thu.edu.tw/static/14615.8c38d7d4.js; raw/ilearn.thu.edu.tw/static/50559.79503daf.js; raw/ilearn.thu.edu.tw/static/52507.583e35f3.js; raw/ilearn.thu.edu.tw/static/6610.7655c044.js; raw/ilearn.thu.edu.tw/static/76679.ac1eb26c.js; raw/ilearn.thu.edu.tw/static/82017-1e48dc04.js,200
/api/tencent_meeting/check-user-auth,tencent_meeting,OBSERVED_GET; PUT,7,7,raw/ilearn.thu.edu.tw/api/tencent_meeting/check-user-auth.json; raw/ilearn.thu.edu.tw/static/44346.7b57b52e.js; raw/ilearn.thu.edu.tw/static/74302.a9e02d94.js; raw/ilearn.thu.edu.tw/static/76756.7b06f21b.js; raw/ilearn.thu.edu.tw/static/77887.e982b363.js; raw/ilearn.thu.edu.tw/static/80670-16696de3.js; raw/ilearn.thu.edu.tw/static/82017-1e48dc04.js,200
/api/topics/,topics,DELETE; GET; OBSERVED_GET; POST; PUT,7,3,raw/ilearn.thu.edu.tw/api/topics/index.json; raw/ilearn.thu.edu.tw/static/44346.7b57b52e.js; raw/ilearn.thu.edu.tw/static/50759.ba0ade2f.js,404
/api/uploads/references/,uploads,DELETE,7,7,raw/ilearn.thu.edu.tw/static/44346.7b57b52e.js; raw/ilearn.thu.edu.tw/static/74302.a9e02d94.js; raw/ilearn.thu.edu.tw/static/76756.7b06f21b.js; raw/ilearn.thu.edu.tw/static/77887.e982b363.js; raw/ilearn.thu.edu.tw/static/80670-16696de3.js; raw/ilearn.thu.edu.tw/static/82017-1e48dc04.js; raw/ilearn.thu.edu.tw/static/88788.161d6b6a.js,
/api/user/,user,DELETE; GET; OBSERVED_GET; POST; PUT,7,5,raw/ilearn.thu.edu.tw/api/user/index.json; raw/ilearn.thu.edu.tw/static/2764-f25f2bd3.js; raw/ilearn.thu.edu.tw/static/28509.a0b2d0f0.js; raw/ilearn.thu.edu.tw/static/97195.2faf10fc.js; raw/ilearn.thu.edu.tw/static/99038.bc3a4ccc.js,404
/api/user/links,user,OBSERVED_GET; POST,7,7,raw/ilearn.thu.edu.tw/api/user/links.html; raw/ilearn.thu.edu.tw/static/34908-683cb506.js; raw/ilearn.thu.edu.tw/static/37336.084b8613.js; raw/ilearn.thu.edu.tw/static/50446.4b9b0bcc.js; raw/ilearn.thu.edu.tw/static/70619-686c4819.js; raw/ilearn.thu.edu.tw/static/94795.2ff75664.js; raw/ilearn.thu.edu.tw/static/js/main-portal-cc072a5a.js,500
/api/user/links/,user,OBSERVED_GET; POST,7,7,raw/ilearn.thu.edu.tw/api/user/links/index.json; raw/ilearn.thu.edu.tw/static/34908-683cb506.js; raw/ilearn.thu.edu.tw/static/37336.084b8613.js; raw/ilearn.thu.edu.tw/static/50446.4b9b0bcc.js; raw/ilearn.thu.edu.tw/static/70619-686c4819.js; raw/ilearn.thu.edu.tw/static/94795.2ff75664.js; raw/ilearn.thu.edu.tw/static/js/main-portal-cc072a5a.js,404
/api/user/storage-used,user,OBSERVED_GET; POST,7,7,raw/ilearn.thu.edu.tw/api/user/storage-used.json; raw/ilearn.thu.edu.tw/static/34908-683cb506.js; raw/ilearn.thu.edu.tw/static/37336.084b8613.js; raw/ilearn.thu.edu.tw/static/50446.4b9b0bcc.js; raw/ilearn.thu.edu.tw/static/70619-686c4819.js; raw/ilearn.thu.edu.tw/static/94795.2ff75664.js; raw/ilearn.thu.edu.tw/static/js/main-portal-cc072a5a.js,200
/api/vtrses,vtrses,GET; OBSERVED_GET,7,7,raw/ilearn.thu.edu.tw/api/vtrses.json; raw/ilearn.thu.edu.tw/static/23977.ebaa5322.js; raw/ilearn.thu.edu.tw/static/37336.084b8613.js; raw/ilearn.thu.edu.tw/static/50446.4b9b0bcc.js; raw/ilearn.thu.edu.tw/static/63756-b6ed5817.js; raw/ilearn.thu.edu.tw/static/70619-686c4819.js; raw/ilearn.thu.edu.tw/static/js/main-portal-cc072a5a.js,200
/api/activities,activities,DELETE; OBSERVED_GET,6,6,raw/ilearn.thu.edu.tw/api/activities.html; raw/ilearn.thu.edu.tw/static/25170.2159310c.js; raw/ilearn.thu.edu.tw/static/78723.49249bea.js; raw/ilearn.thu.edu.tw/static/83727.aab0cb48.js; raw/ilearn.thu.edu.tw/static/8979.df45e854.js; raw/ilearn.thu.edu.tw/static/98133-ef5ebb8f.js,500
/api/activities/resources/,activities,OBSERVED_GET; POST,6,6,raw/ilearn.thu.edu.tw/api/activities/resources/index.json; raw/ilearn.thu.edu.tw/static/25170.2159310c.js; raw/ilearn.thu.edu.tw/static/78723.49249bea.js; raw/ilearn.thu.edu.tw/static/83727.aab0cb48.js; raw/ilearn.thu.edu.tw/static/8979.df45e854.js; raw/ilearn.thu.edu.tw/static/98133-ef5ebb8f.js,404
/api/activity-resort,activity-resort,OBSERVED_GET; PUT,6,6,raw/ilearn.thu.edu.tw/api/activity-resort.html; raw/ilearn.thu.edu.tw/static/25170.2159310c.js; raw/ilearn.thu.edu.tw/static/78723.49249bea.js; raw/ilearn.thu.edu.tw/static/83727.aab0cb48.js; raw/ilearn.thu.edu.tw/static/8979.df45e854.js; raw/ilearn.thu.edu.tw/static/98133-ef5ebb8f.js,500
/api/air-credit/course/credit-states,air-credit,GET; OBSERVED_GET,6,6,raw/ilearn.thu.edu.tw/api/air-credit/course/credit-states.json; raw/ilearn.thu.edu.tw/static/28492.65731154.js; raw/ilearn.thu.edu.tw/static/37336.084b8613.js; raw/ilearn.thu.edu.tw/static/58273.e82db5f8.js; raw/ilearn.thu.edu.tw/static/78310.c45679af.js; raw/ilearn.thu.edu.tw/static/88788.161d6b6a.js,403
/api/air-credit/course/credit-states-stats/export,air-credit,OBSERVED_GET; POST,6,6,raw/ilearn.thu.edu.tw/api/air-credit/course/credit-states-stats/export.html; raw/ilearn.thu.edu.tw/static/28492.65731154.js; raw/ilearn.thu.edu.tw/static/37336.084b8613.js; raw/ilearn.thu.edu.tw/static/58273.e82db5f8.js; raw/ilearn.thu.edu.tw/static/78310.c45679af.js; raw/ilearn.thu.edu.tw/static/88788.161d6b6a.js,500
/api/air-credit/course/usage-limit,air-credit,OBSERVED_GET; PUT,6,6,raw/ilearn.thu.edu.tw/api/air-credit/course/usage-limit.html; raw/ilearn.thu.edu.tw/static/28492.65731154.js; raw/ilearn.thu.edu.tw/static/37336.084b8613.js; raw/ilearn.thu.edu.tw/static/58273.e82db5f8.js; raw/ilearn.thu.edu.tw/static/78310.c45679af.js; raw/ilearn.thu.edu.tw/static/88788.161d6b6a.js,500
/api/air-credit/courses/,air-credit,OBSERVED_GET; POST,6,6,raw/ilearn.thu.edu.tw/api/air-credit/courses/index.json; raw/ilearn.thu.edu.tw/static/28492.65731154.js; raw/ilearn.thu.edu.tw/static/37336.084b8613.js; raw/ilearn.thu.edu.tw/static/58273.e82db5f8.js; raw/ilearn.thu.edu.tw/static/78310.c45679af.js; raw/ilearn.thu.edu.tw/static/88788.161d6b6a.js,404
/api/air-credit/credit-states-stats,air-credit,GET; OBSERVED_GET,6,6,raw/ilearn.thu.edu.tw/api/air-credit/credit-states-stats.json; raw/ilearn.thu.edu.tw/static/28492.65731154.js; raw/ilearn.thu.edu.tw/static/37336.084b8613.js; raw/ilearn.thu.edu.tw/static/58273.e82db5f8.js; raw/ilearn.thu.edu.tw/static/78310.c45679af.js; raw/ilearn.thu.edu.tw/static/88788.161d6b6a.js,403
/api/air-credit/credit-states-summary,air-credit,OBSERVED_GET; POST,6,6,raw/ilearn.thu.edu.tw/api/air-credit/credit-states-summary.json; raw/ilearn.thu.edu.tw/static/28492.65731154.js; raw/ilearn.thu.edu.tw/static/37336.084b8613.js; raw/ilearn.thu.edu.tw/static/58273.e82db5f8.js; raw/ilearn.thu.edu.tw/static/78310.c45679af.js; raw/ilearn.thu.edu.tw/static/88788.161d6b6a.js,403
/api/air-credit/credits/clear-remaining-credits,air-credit,OBSERVED_GET; PUT,6,6,raw/ilearn.thu.edu.tw/api/air-credit/credits/clear-remaining-credits.html; raw/ilearn.thu.edu.tw/static/28492.65731154.js; raw/ilearn.thu.edu.tw/static/37336.084b8613.js; raw/ilearn.thu.edu.tw/static/58273.e82db5f8.js; raw/ilearn.thu.edu.tw/static/78310.c45679af.js; raw/ilearn.thu.edu.tw/static/88788.161d6b6a.js,500
/api/air-credit/credits/status,air-credit,OBSERVED_GET; PUT,6,6,raw/ilearn.thu.edu.tw/api/air-credit/credits/status.html; raw/ilearn.thu.edu.tw/static/28492.65731154.js; raw/ilearn.thu.edu.tw/static/37336.084b8613.js; raw/ilearn.thu.edu.tw/static/58273.e82db5f8.js; raw/ilearn.thu.edu.tw/static/78310.c45679af.js; raw/ilearn.thu.edu.tw/static/88788.161d6b6a.js,500
/api/air-credit/instructors/current-semester-courses,air-credit,OBSERVED_GET; PUT,6,6,raw/ilearn.thu.edu.tw/api/air-credit/instructors/current-semester-courses.json; raw/ilearn.thu.edu.tw/static/28492.65731154.js; raw/ilearn.thu.edu.tw/static/37336.084b8613.js; raw/ilearn.thu.edu.tw/static/58273.e82db5f8.js; raw/ilearn.thu.edu.tw/static/78310.c45679af.js; raw/ilearn.thu.edu.tw/static/88788.161d6b6a.js,200
/api/air-credit/org/credit-state-info,air-credit,GET; OBSERVED_GET,6,6,raw/ilearn.thu.edu.tw/api/air-credit/org/credit-state-info.json; raw/ilearn.thu.edu.tw/static/28492.65731154.js; raw/ilearn.thu.edu.tw/static/37336.084b8613.js; raw/ilearn.thu.edu.tw/static/58273.e82db5f8.js; raw/ilearn.thu.edu.tw/static/78310.c45679af.js; raw/ilearn.thu.edu.tw/static/88788.161d6b6a.js,403
/api/air-credit/user/credit-states,air-credit,GET; OBSERVED_GET,6,6,raw/ilearn.thu.edu.tw/api/air-credit/user/credit-states.json; raw/ilearn.thu.edu.tw/static/28492.65731154.js; raw/ilearn.thu.edu.tw/static/37336.084b8613.js; raw/ilearn.thu.edu.tw/static/58273.e82db5f8.js; raw/ilearn.thu.edu.tw/static/78310.c45679af.js; raw/ilearn.thu.edu.tw/static/88788.161d6b6a.js,403
